# Date:     2024-01-15 15:50:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	P_2	dP_2	T0_2	A_2	R21_2	phi21_2	R31_2	phi31_2	P_3	dP_3	T0_3	A_3	R21_3	phi21_3	R31_3	phi31_3	Remarks
OGLE-LMC-CEP-0760	2	5.042717	-69.352722	-99.99	LMC127.2.28245	LMC509.30.34582	-99.99	16.085	16.671	0.586	0.8794680	0.0000217	6000.32424	0.013	0.000	-99.99	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0761	F	5.043478	-68.744861	LMC_SC14_54419	LMC126.2.28862	LMC510.14.48308	LMV184 HV2276	15.468	16.071	0.603	2.5747806	0.0000024	6002.20836	0.702	0.497	4.308	0.278	2.394	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0762	F	5.043650	-66.749806	-99.99	LMC123.3.77	LMC512.07.30	W42	14.960	15.639	0.679	3.8328155	0.0000071	6000.56615	0.520	0.421	4.567	0.212	2.909	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0763	1	5.044917	-67.694639	-99.99	LMC124.1.28290	LMC511.14.76	-99.99	15.498	16.174	0.676	2.2187776	0.0000062	6000.05489	0.211	0.091	4.529	0.018	5.624	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0764	1	5.045700	-68.879028	LMC_SC14_46315	LMC126.1.67553	LMC510.14.265	-99.99	15.162	15.826	0.664	2.3157084	0.0000087	6000.72834	0.208	0.097	5.035	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0765	F	5.046244	-67.402111	-99.99	LMC124.3.9924	LMC511.23.69	-99.99	15.712	16.423	0.711	2.4889151	0.0000077	6001.41863	0.310	0.386	4.451	0.167	2.733	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0766	1	5.046319	-70.082389	-99.99	LMC120.8.580	LMC509.13.2769	-99.99	17.917	18.555	0.638	0.3588731	0.0000011	6000.30313	0.094	0.137	4.750	0.100	3.825	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0767	F	5.046739	-67.240000	-99.99	LMC124.4.26683	LMC511.23.20308	HV12520	15.609	16.250	0.641	2.3966372	0.0000021	6002.30530	0.545	0.468	4.398	0.256	2.638	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0768	F	5.047297	-68.236667	-99.99	LMC125.1.35488	LMC510.31.154	-99.99	15.239	15.897	0.658	2.9660878	0.0000027	6002.38711	0.505	0.425	4.423	0.222	2.585	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0769	1	5.047461	-66.843194	-99.99	LMC123.3.189	LMC512.07.109	-99.99	15.998	16.553	0.555	1.2614319	0.0000043	6000.11837	0.255	0.203	4.549	0.051	2.002	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0770	F	5.047650	-68.784806	LMC_SC14_50505	LMC126.2.28836	LMC510.14.48113	HV2280	13.774	14.618	0.844	10.8544869	0.0000448	6000.28732	0.476	0.061	5.707	0.151	0.661	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0771	1	5.047717	-69.425528	LMC_SC14_7198	LMC119.8.43068	LMC509.30.34265	-99.99	15.182	15.797	0.615	2.1515087	0.0000051	6000.03901	0.234	0.133	4.761	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0772	F	5.047983	-68.843083	LMC_SC14_50506	LMC126.1.67562	LMC510.14.327	-99.99	15.367	16.069	0.702	3.0735201	0.0000047	6001.93266	0.412	0.378	4.488	0.181	2.709	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0773	F	5.048289	-68.107028	-99.99	LMC125.2.36304	LMC510.31.28252	HV12530	15.041	15.820	0.779	4.1848073	0.0000088	6001.90325	0.349	0.380	4.775	0.141	3.320	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0774	1	5.048358	-70.626500	-99.99	LMC121.8.25803	LMC508.30.15891	-99.99	14.793	15.459	0.666	3.1236666	0.0000171	6001.72811	0.180	0.080	3.325	0.047	0.097	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0775	1	5.048497	-67.066861	-99.99	LMC123.1.16250	LMC511.31.64	-99.99	15.481	16.137	0.656	1.8634223	0.0000055	6000.64793	0.158	0.116	4.772	0.022	4.129	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0776	F	5.049233	-68.695306	LMC_SC14_57956	LMC126.2.65398	LMC510.14.48204	HV2279	14.066	14.758	0.692	6.8936930	0.0000171	6000.65056	0.547	0.396	4.766	0.148	2.798	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0777	F	5.049931	-67.184917	-99.99	LMC124.4.26690	LMC511.23.20335	HV5533	15.315	15.991	0.676	2.9980396	0.0000029	6002.72156	0.474	0.421	4.483	0.219	2.764	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0778	F	5.049936	-69.286750	LMC_SC14_15873	LMC119.7.54649	LMC510.06.159	-99.99	15.350	16.064	0.714	3.0904076	0.0000031	6000.66713	0.503	0.423	4.498	0.231	2.758	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0779	F	5.050192	-69.444222	LMC_SC14_3442	LMC119.8.43076	LMC509.30.34406	DV288	15.510	16.167	0.657	2.5607731	0.0000035	6000.01055	0.579	0.476	4.391	0.259	2.575	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0780	F	5.050950	-66.727639	-99.99	LMC123.4.14441	LMC512.07.90	W43	14.993	15.699	0.706	3.8269461	0.0000062	6001.33411	0.617	0.491	4.604	0.281	3.026	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0781	12	5.051011	-68.480833	-99.99	LMC126.4.24727	LMC510.23.36713	-99.99	17.196	17.887	0.691	0.6271669	0.0000013	6000.42455	0.218	0.207	3.232	0.143	1.065	0.5061685	0.0000050	6000.16808	0.049	0.000	-99.99	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0782	12	5.051522	-68.023361	-99.99	LMC125.3.18134	LMC511.06.212	-99.99	16.023	16.554	0.531	1.1350476	0.0000068	6000.40345	0.233	0.195	4.418	0.048	3.099	0.9120265	0.0000073	6000.74284	0.056	0.000	-99.99	0.103	1.030	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0783	F	5.051728	-68.360389	-99.99	LMC126.4.55257	LMC510.31.58	HV12535	15.358	16.104	0.746	3.3859318	0.0000083	6001.50813	0.304	0.357	4.568	0.146	2.898	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0784	1	5.051764	-69.160889	LMC_SC14_24402	LMC119.6.54247	LMC510.06.51395	-99.99	16.433	17.027	0.594	0.9188465	0.0000018	6000.78064	0.166	0.172	3.783	0.053	1.366	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0785	F	5.051886	-69.992667	-99.99	LMC120.8.38105	LMC509.13.28156	DV70	15.273	16.016	0.743	3.5669171	0.0000050	6000.22411	0.447	0.442	4.641	0.228	3.061	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0786	1	5.052122	-69.825944	-99.99	LMC120.6.8721	LMC509.22.705	-99.99	17.036	17.742	0.706	0.6843247	0.0000013	6000.49068	0.161	0.182	3.154	0.118	1.095	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0787	F	5.052519	-69.223333	LMC_SC14_84259	-99.99	LMC510.06.20	HV2288	13.198	14.130	0.932	17.5211314	0.0001320	6016.09509	0.549	0.228	5.044	0.124	2.836	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0788	F	5.052758	-67.578417	-99.99	LMC124.2.10274	LMC511.14.23480	HV2266	15.368	16.033	0.665	3.0045399	0.0000032	6002.85338	0.561	0.446	4.488	0.247	2.721	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0789	1	5.053117	-68.860556	LMC_SC14_109671	LMC126.1.67576	LMC510.14.112	-99.99	14.856	15.460	0.604	2.7758481	0.0000087	6001.89640	0.248	0.059	3.910	0.017	6.006	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0790	F	5.053150	-67.104028	-99.99	LMC123.1.16333	LMC511.31.126	-99.99	16.349	17.026	0.677	1.4924763	0.0000020	6000.91707	0.317	0.388	4.206	0.178	2.279	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0791	F	5.053706	-68.279722	-99.99	LMC125.1.41371	LMC510.31.116	-99.99	15.516	16.193	0.677	2.8083693	0.0000033	6000.44251	0.481	0.476	4.507	0.265	2.783	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0792	1	5.053828	-66.791833	-99.99	LMC123.3.15759	LMC512.06.999D	-99.99	15.261	15.837	0.576	1.9887025	0.0000161	6000.17874	0.255	0.143	4.650	0.034	4.224	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0793	F	5.054153	-67.710361	-99.99	LMC124.1.9684	LMC511.14.70	HV2271	15.547	16.227	0.680	2.6433575	0.0000029	6002.15193	0.520	0.468	4.476	0.259	2.747	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0794	F	5.054486	-70.483028	-99.99	LMC121.7.30136	LMC509.05.90	HV12434	15.322	15.956	0.634	2.8117761	0.0000022	6001.09966	0.638	0.463	4.341	0.251	2.451	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0795	1	5.055344	-68.750417	LMC_SC14_117534	LMC118.7.8	LMC510.13.13440D	-99.99	14.648	-99.99	-99.99	3.4091214	0.0001900	6001.39307	0.220	0.115	3.524	0.050	0.581	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0796	F	5.056164	-67.472611	-99.99	LMC124.3.9914	LMC511.14.23532	HV12527	15.503	16.206	0.703	2.7766889	0.0000026	6000.16385	0.518	0.477	4.511	0.265	2.804	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0797	1	5.056347	-67.482139	-99.99	LMC124.2.29365	LMC511.14.23469	-99.99	14.774	15.454	0.680	3.0491914	0.0000155	6002.51430	0.229	0.104	3.472	0.055	0.232	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0798	F	5.056569	-69.000889	LMC_SC14_100794	LMC119.5.54238	LMC510.13.671D	-99.99	13.867	-99.99	-99.99	10.7104361	0.0000367	6008.21137	0.256	0.113	1.542	0.065	0.373	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0799	1	5.056753	-68.858278	LMC_SC14_109715	LMC118.8.51245	LMC510.13.388	-99.99	15.316	15.868	0.552	1.9132949	0.0000038	6001.70742	0.229	0.158	4.575	0.024	3.633	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0800	F	5.056961	-68.772500	LMC_SC14_117525	LMC118.7.13	LMC510.13.54189	HV2285	13.637	14.456	0.819	12.6366560	0.0000814	6005.05176	0.612	0.170	5.070	0.126	1.961	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0801	F	5.057358	-69.148944	LMC_SC14_88441	-99.99	LMC510.05.56074	HV2292	12.875	13.770	0.895	21.2644027	0.0001899	6001.20824	0.726	0.349	4.944	0.249	3.210	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0802	F	5.057400	-67.878583	-99.99	LMC125.4.16401	LMC511.06.26353	HV12534	15.488	16.144	0.656	2.9125075	0.0000037	6000.01995	0.501	0.488	4.538	0.283	2.839	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0803	1	5.057600	-68.539556	-99.99	LMC118.6.42409	LMC510.22.222	HV5547	15.049	15.672	0.623	2.6533673	0.0000192	6001.96676	0.172	0.060	4.484	0.014	5.341	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0804	F	5.058189	-67.885667	-99.99	LMC125.4.16404	LMC511.06.26345	HV12967	15.422	16.138	0.716	3.2985142	0.0000059	6001.58560	0.387	0.428	4.637	0.209	3.015	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0805	F	5.058275	-68.053917	-99.99	LMC125.3.18108	LMC511.06.20	HV12536	14.557	15.291	0.734	5.9177725	0.0000151	6004.69481	0.485	0.408	5.146	0.183	3.435	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0806	F	5.058503	-68.000611	-99.99	LMC125.3.18153	LMC511.06.88	-99.99	15.584	16.346	0.762	2.9476635	0.0000057	6001.74882	0.332	0.391	4.542	0.179	2.891	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0807	F	5.058775	-67.152250	-99.99	LMC123.1.16350	LMC511.23.3603D	-99.99	15.628	-99.99	-99.99	2.3936111	0.0000019	6001.30911	0.464	0.437	4.383	0.203	2.782	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0808	F	5.059014	-68.422417	-99.99	LMC118.5.31831	LMC510.22.38252	-99.99	15.106	15.897	0.791	4.1561475	0.0000342	6002.20538	0.113	0.158	4.681	0.029	3.068	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0809	1	5.059147	-70.117111	-99.99	LMC120.8.7557	LMC509.13.122	-99.99	15.265	15.800	0.535	1.9674949	0.0000066	6001.32359	0.197	0.122	4.894	0.029	4.196	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0810	12	5.059283	-66.746056	-99.99	LMC123.3.16562	LMC512.06.1289	-99.99	17.741	18.214	0.473	0.3426411	0.0000004	6000.06463	0.202	0.176	3.227	0.142	0.752	0.2754145	0.0000016	6000.11114	0.036	0.000	-99.99	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0811	1	5.060419	-67.652889	-99.99	LMC124.1.32820	LMC511.14.103	DV182	15.197	15.760	0.563	2.0719142	0.0000047	6001.73044	0.282	0.154	4.698	0.026	4.086	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0812	F	5.060544	-69.063056	LMC_SC14_96614	LMC119.5.12961	LMC510.05.56100	-99.99	13.725	14.608	0.883	12.1949197	0.0000446	6004.99199	0.586	0.150	4.810	0.150	0.826	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0813	1	5.060831	-68.803306	LMC_SC14_113861	LMC118.7.20	LMC510.13.54184	HV5553	13.832	14.555	0.723	5.9142359	0.0000427	6005.52591	0.173	0.175	4.670	0.057	3.083	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0814	2	5.061000	-70.075278	-99.99	LMC120.8.7608	LMC509.13.364	-99.99	16.073	16.517	0.444	0.7759610	0.0000036	6000.24496	0.056	0.000	-99.99	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0815	F	5.061425	-67.168778	-99.99	LMC123.1.16274	LMC511.23.20341	-99.99	15.270	16.026	0.756	3.4493459	0.0000101	6001.92643	0.285	0.336	4.581	0.127	2.967	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0816	1	5.061486	-70.651944	-99.99	LMC121.8.31360	LMC508.29.20228	-99.99	14.836	15.474	0.638	2.8070133	0.0000087	6001.71699	0.248	0.070	4.210	0.022	5.936	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0817	1	5.062044	-70.419944	-99.99	LMC121.6.12998	LMC509.05.139	-99.99	15.451	16.032	0.581	1.8735747	0.0000036	6000.12107	0.250	0.174	4.602	0.030	3.209	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0818	F	5.062781	-66.990194	-99.99	LMC123.2.16132	LMC511.31.89	HV5536	15.503	16.180	0.677	2.7122072	0.0000029	6000.00971	0.474	0.473	4.482	0.249	2.747	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0819	F	5.062825	-68.876778	LMC_SC14_109640	LMC118.8.51202	LMC510.13.62	HV2291	12.963	14.033	1.070	22.3144553	0.0001394	6007.63154	0.572	0.282	4.980	0.174	3.074	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0820	F	5.063303	-67.453556	-99.99	LMC124.3.14665	LMC511.23.1	HV2273	13.628	14.428	0.800	16.8367430	0.0002438	6012.82977	0.587	0.258	5.120	0.160	3.207	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0821	F	5.063750	-68.934083	LMC_SC14_170002	LMC118.8.11	LMC510.13.33	HV889	-99.99	13.666	-99.99	25.8035283	0.0002996	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0822	F	5.063986	-70.568222	-99.99	LMC121.7.11254	LMC508.29.20475	-99.99	15.682	16.442	0.760	2.5325184	0.0000026	6001.39980	0.440	0.442	4.450	0.222	2.703	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0823	F	5.064069	-69.346639	-99.99	LMC119.7.12485	LMC509.30.34347	-99.99	15.459	16.218	0.759	2.9925818	0.0000071	6001.74372	0.287	0.366	4.509	0.138	2.739	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0824	F	5.064186	-67.417833	-99.99	LMC124.3.14678	LMC511.23.65	HV12532	14.871	15.589	0.718	4.3631839	0.0000086	6000.22558	0.520	0.457	4.704	0.239	3.197	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0825	F	5.064239	-68.883083	LMC_SC14_174756	LMC118.8.51224	LMC510.13.149	HV2295	14.134	14.961	0.827	7.8448077	0.0000357	6003.82395	0.271	0.246	5.163	0.062	3.150	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0826	1	5.064292	-68.187222	-99.99	LMC117.7.30	LMC510.30.31840	-99.99	15.614	16.312	0.698	1.8371856	0.0000050	6001.37620	0.166	0.114	4.790	0.018	4.633	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0827	F	5.064611	-68.315861	-99.99	LMC117.8.77	LMC510.30.301	-99.99	16.648	17.273	0.625	1.1530190	0.0000011	6000.53558	0.342	0.385	4.059	0.175	1.910	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0828	F	5.064875	-66.718722	-99.99	LMC123.4.14464	LMC512.06.98	W44	15.589	16.280	0.691	2.5567541	0.0000031	6001.31540	0.535	0.478	4.436	0.273	2.687	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0829	F	5.065256	-69.824000	-99.99	LMC120.6.8703	LMC509.22.312	-99.99	16.379	17.056	0.677	1.5807125	0.0000014	6000.75790	0.461	0.449	4.299	0.264	2.388	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0830	F	5.065608	-67.221361	-99.99	LMC124.4.30810	LMC511.23.20322	DV179	14.980	15.730	0.750	4.3385915	0.0000088	6004.02170	0.375	0.395	4.769	0.163	3.300	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
