# Date:     2024-01-15 15:55:51
# Database: ocvs
# Target:   lmc_hb
# Query:    TRUE 
# Objects:  439
# Columns:
# ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	dP	T0	A	Ecc	Incl	Peri	Var	Model	S	C	Remarks
OGLE-LMC-HB-0323	MS	5.559281	-71.302028	-99.99	LMC171.1.65	LMC515.12.37430	-99.99	16.379	16.551	0.172	24.91618000	0.00058000	9011.5020	0.060	0.4730	24.96	72.70	ECL	0	0.012800	-0.011290	
OGLE-LMC-HB-0324	RG	5.562436	-69.572056	-99.99	LMC169.4.63771	-99.99	OGLE-LMC-ECL-19234	15.870	17.202	1.332	205.78900000	0.08100000	9099.6000	0.079	0.2654	54.60	128.00	-99.99	1	0.017040	0.000130	
OGLE-LMC-HB-0325	RG	5.564394	-69.590472	-99.99	LMC169.4.63692	LMC516.28.32944	OGLE-LMC-ECL-19281	15.918	17.576	1.658	264.82500000	0.04300000	9261.0000	0.070	0.2296	72.00	54.30	-99.99	1	0.012320	0.002990	
OGLE-LMC-HB-0326	RG	5.565733	-70.322139	LMC_SC1_201696	LMC170.3.73551	LMC516.03.62029	-99.99	16.634	18.005	1.371	205.41800000	0.05200000	9153.6000	0.030	0.1430	59.50	126.30	-99.99	1	0.008600	0.000300	
OGLE-LMC-HB-0327	RG	5.567939	-70.564167	LMC_SC1_184022	LMC170.2.12085	LMC515.29.25500	2MASS J05340458-7033510	15.199	16.894	1.695	401.84000000	0.12000000	9060.4000	0.048	0.1729	78.50	61.50	OSARG	1	0.009550	0.004970	
OGLE-LMC-HB-0328	RG	5.568628	-69.120417	-99.99	LMC168.3.48774	LMC517.03.14176	-99.99	16.359	17.745	1.386	319.99800000	0.06900000	9059.9000	0.046	0.3244	52.70	106.20	-99.99	1	0.008850	0.000130	
OGLE-LMC-HB-0329	MS	5.568844	-69.086583	-99.99	LMC168.4.14143	LMC517.03.14571	OGLE-LMC-ECL-19401	17.857	18.556	0.699	11.35836000	0.00012000	9004.9880	0.097	0.2687	77.00	120.20	-99.99	1	0.014090	0.005500	
OGLE-LMC-HB-0330	MS	5.569650	-67.445944	-99.99	-99.99	LMC518.19.11621	OGLE-LMC-ECL-35417	14.499	14.361	-0.138	9.46739000	0.00038000	9003.0600	0.019	0.3640	57.00	32.00	ECL	0	0.002690	-0.000210	
OGLE-LMC-HB-0331	MS	5.569794	-66.949028	-99.99	-99.99	LMC518.27.21627	-99.99	14.741	14.582	-0.159	5.87278000	0.00015000	9003.7250	0.024	0.2040	30.90	169.00	-99.99	0	0.012600	-0.006900	
OGLE-LMC-HB-0332	MS	5.570794	-69.843111	-99.99	LMC169.2.109630	LMC516.20.51233	OGLE-LMC-ECL-19456	16.275	16.389	0.114	7.10789000	0.00010000	9004.9910	0.028	0.3370	44.90	19.70	ECL	0	0.005880	-0.001740	
OGLE-LMC-HB-0333	MS	5.575775	-69.756694	-99.99	LMC169.3.93686	LMC516.20.63068	OGLE-LMC-ECL-19581	14.971	14.815	-0.156	4.12294700	0.00004700	9002.5550	0.018	0.2360	88.00	125.00	ECL	0	0.002840	0.000660	
OGLE-LMC-HB-0334	RG	5.578764	-71.275667	-99.99	LMC171.1.6932	-99.99	2MASS J05344354-7116323	14.390	15.787	1.397	322.02000000	0.29000000	9148.7000	0.042	0.2303	80.60	76.70	-99.99	1	0.006810	0.001210	
OGLE-LMC-HB-0335	RG	5.579575	-70.501444	LMC_SC1_271034	LMC170.2.73293	LMC516.03.41429	-99.99	16.347	17.777	1.430	276.57900000	0.09900000	9096.2000	0.026	0.1690	58.40	16.00	-99.99	1	0.007330	0.001080	
OGLE-LMC-HB-0336	RG	5.581539	-69.490750	-99.99	LMC168.1.32713	LMC516.28.7203	-99.99	15.889	17.458	1.569	433.49000000	0.16000000	9220.4000	0.041	0.3494	57.40	41.10	-99.99	1	0.005930	0.000500	
OGLE-LMC-HB-0337	MS	5.585094	-70.274028	LMC_SC1_290444	LMC170.4.33114	LMC516.03.30711	-99.99	16.465	17.078	0.613	18.35047800	0.00007000	9003.9160	0.196	0.2210	89.90	45.35	ECL	0	0.032040	0.007510	
OGLE-LMC-HB-0338	RG	5.585206	-70.275583	LMC_SC1_290414	LMC170.4.33004	LMC516.03.30647	MACHO 11.8873.36	15.263	17.054	1.791	858.65000000	0.55000000	9001.3000	0.042	0.4126	58.20	22.80	OSARG	1	0.004730	0.000390	
OGLE-LMC-HB-0339	RG	5.585281	-69.699611	LMC_SC1_340241	LMC169.3.108936	LMC516.20.21248	-99.99	16.141	18.027	1.886	405.66000000	0.21000000	9100.4000	0.029	0.1800	61.80	32.00	-99.99	1	0.007200	0.001800	
OGLE-LMC-HB-0340	MS	5.588022	-69.048278	-99.99	LMC168.4.19605	LMC517.02.37346	OGLE-LMC-ECL-19871	15.029	15.132	0.103	15.48356000	0.00025000	9000.5880	0.007	0.5630	33.00	170.00	ECL	0	0.000590	-0.000720	
OGLE-LMC-HB-0341	MS	5.588675	-67.267167	-99.99	-99.99	LMC518.19.5811	OGLE-LMC-ECL-35756	14.092	13.938	-0.154	16.15973000	0.00013000	9003.5140	0.097	0.6670	88.20	88.10	ECL	0	0.001400	-0.000260	
OGLE-LMC-HB-0342	MS	5.589878	-68.817194	-99.99	LMC174.8.90	LMC517.10.33992	-99.99	15.527	15.425	-0.102	6.66142600	0.00008100	9005.8770	0.027	0.2200	35.60	4.00	-99.99	1	0.011590	-0.005000	
OGLE-LMC-HB-0343	MS	5.590892	-67.962028	-99.99	LMC173.6.367	LMC518.02.2736	OGLE-LMC-ECL-35797	16.577	16.634	0.057	5.17029600	0.00006000	9001.2150	0.029	0.1670	89.00	103.20	-99.99	1	0.005810	0.003300	
OGLE-LMC-HB-0344	RG	5.593739	-69.264778	-99.99	LMC175.7.44002	LMC517.02.22143	MACHO 82.9009.83	16.100	17.857	1.757	418.17000000	0.19000000	9359.5000	0.033	0.2820	70.00	33.60	-99.99	1	0.005160	0.001990	
OGLE-LMC-HB-0345	RG	5.598700	-70.479806	LMC_SC16_81498	LMC170.2.86131	LMC516.02.39017	-99.99	15.649	17.472	1.823	324.90100000	0.08200000	9139.6000	0.042	0.1254	57.90	150.60	-99.99	1	0.013300	0.001800	
OGLE-LMC-HB-0346	MS	5.600133	-69.490556	-99.99	LMC175.8.10924	LMC516.27.38569	MACHO 81.9006.10	14.548	14.561	0.013	20.40130000	0.00050000	9013.5900	0.026	0.4710	56.40	64.20	-99.99	1	0.002230	0.000120	
OGLE-LMC-HB-0347	MS	5.600269	-69.707528	-99.99	LMC176.6.39822	LMC516.19.56963	OGLE-LMC-ECL-20218	14.637	14.467	-0.170	7.65770800	0.00001900	9000.6900	0.064	0.6790	89.10	95.40	ECL	0	0.000824	-0.000370	
OGLE-LMC-HB-0348	MS	5.603731	-68.928972	-99.99	LMC174.8.43	LMC517.10.23	MCPS 084.05595-68.92893	14.412	14.338	-0.074	8.67917000	0.00027000	9000.5300	0.015	0.3380	24.80	40.00	-99.99	1	0.005000	-0.004200	
OGLE-LMC-HB-0349	RG	5.604392	-69.562778	-99.99	LMC176.5.34357	LMC516.27.31496	-99.99	16.288	17.928	1.640	594.32000000	0.26000000	9381.4000	0.034	0.5270	62.80	24.10	-99.99	1	0.001920	0.001000	
OGLE-LMC-HB-0350	MS	5.607169	-69.486722	-99.99	LMC175.8.10945	LMC516.27.38572	-99.99	14.713	14.645	-0.068	4.95038800	0.00005900	9001.2360	0.019	0.3050	40.20	118.00	TEO	1	0.006220	-0.002410	
OGLE-LMC-HB-0351	RG	5.612675	-70.028389	LMC_SC16_187428	LMC176.8.58859	LMC516.10.24687	-99.99	15.613	17.273	1.660	316.55400000	0.06200000	9290.9000	0.054	0.3264	55.30	162.40	TEO	1	0.009580	0.000390	
OGLE-LMC-HB-0352	RG	5.614225	-69.943944	LMC_SC16_191047	LMC176.7.12965	LMC516.10.35566	-99.99	16.509	18.362	1.853	330.21000000	0.11000000	9328.7000	0.045	0.2210	58.80	59.00	-99.99	1	0.010360	0.001080	
OGLE-LMC-HB-0353	RG	5.614228	-69.993528	LMC_SC16_187450	LMC176.7.12966	LMC516.10.24792	-99.99	16.021	17.877	1.856	663.71000000	0.17000000	9396.7000	0.059	0.5070	61.50	85.00	-99.99	1	0.003730	0.000140	
OGLE-LMC-HB-0354	RG	5.617014	-68.434417	-99.99	LMC174.5.22105	LMC517.18.33377	EROS2-star lm022-4k-12751	15.493	17.033	1.540	418.90000000	0.24000000	9184.3000	0.032	0.2850	73.70	38.00	-99.99	1	0.004680	0.001100	
OGLE-LMC-HB-0355	RG	5.617033	-71.356639	-99.99	LMC172.4.54168	LMC515.10.32701	OGLE-LMC-ECL-20686	15.898	17.613	1.715	364.88100000	0.09500000	9246.8000	0.047	0.2835	88.60	100.80	-99.99	1	0.006170	0.000120	
OGLE-LMC-HB-0356	MS	5.623589	-69.334861	-99.99	LMC175.7.22196	LMC516.26.41372	OGLE-LMC-ECL-20866	15.999	15.993	-0.006	9.49778000	0.00035000	9008.4700	0.009	0.5400	28.50	60.00	ECL	0	0.001130	-0.001080	
OGLE-LMC-HB-0357	RG	5.625872	-69.832778	LMC_SC16_260647	LMC176.6.20877	LMC516.18.37071	2MASS J05373315-6949580	15.969	17.426	1.457	297.98200000	0.04300000	9072.6000	0.063	0.3071	67.40	157.80	-99.99	1	0.009590	0.001720	
OGLE-LMC-HB-0358	RG	5.626611	-70.121111	LMC_SC16_240531	LMC176.8.28122	LMC516.09.42864	-99.99	16.018	17.504	1.486	285.61000000	0.10000000	9160.4000	0.031	0.1450	82.40	59.00	OSARG	1	0.006630	0.002450	
OGLE-LMC-HB-0359	RG	5.628733	-70.733167	LMC_SC17_23	LMC177.8.11942	LMC515.27.7405	-99.99	16.011	17.578	1.567	348.22000000	0.31000000	9020.4000	0.022	0.2120	57.10	117.70	-99.99	1	0.005470	0.001010	
OGLE-LMC-HB-0360	RG	5.629025	-68.033278	-99.99	LMC173.3.7	LMC554.25.15	EROS2-star lm022-2k-4629	14.614	16.399	1.785	694.28000000	0.21000000	9372.0000	0.129	0.4005	58.53	36.10	-99.99	0	0.014730	0.001480	
OGLE-LMC-HB-0361	MS	5.630869	-69.540639	-99.99	LMC175.8.32785	LMC516.26.20393	-99.99	16.987	17.545	0.558	62.61630000	0.00340000	9006.4100	0.058	0.4130	33.39	47.70	-99.99	1	0.013680	-0.007900	
OGLE-LMC-HB-0362	RG	5.632253	-69.601250	-99.99	LMC176.5.50199	-99.99	2MASS J05375610-6936045	15.092	16.696	1.604	303.25000000	0.08600000	9011.2100	0.114	0.2573	63.40	175.60	-99.99	1	0.024060	0.005140	
OGLE-LMC-HB-0363	RG	5.635447	-71.748111	-99.99	LMC179.7.4247	LMC515.02.32	-99.99	16.203	17.716	1.513	284.51900000	0.06600000	9073.5000	0.045	0.3340	77.60	71.70	-99.99	1	0.005040	0.001820	
OGLE-LMC-HB-0364	RG	5.636467	-68.175639	-99.99	LMC173.2.55	LMC554.16.16216	-99.99	15.527	16.914	1.387	499.38000000	0.18000000	9458.5000	0.049	0.4484	63.90	169.70	OSARG	1	0.004530	0.001780	
OGLE-LMC-HB-0365	MS	5.642400	-69.065556	-99.99	LMC175.4.115	LMC553.25.36601	[P93] 305	16.610	16.660	0.050	14.77308000	0.00030000	9008.3450	0.056	0.6950	26.90	74.00	-99.99	1	0.002530	-0.001870	
OGLE-LMC-HB-0366	RG	5.644764	-67.968556	-99.99	LMC173.3.19	LMC554.24.23	-99.99	13.991	15.295	1.304	657.85000000	0.83000000	9521.9000	0.017	0.2290	61.70	156.00	ECL	0	0.003780	0.000300	
OGLE-LMC-HB-0367	MS	5.646236	-66.371833	-99.99	-99.99	LMC555.32.1920	-99.99	16.910	17.218	0.308	19.73110000	0.00051000	9000.0500	0.100	0.2056	57.00	56.10	ECL	0	0.025000	0.000600	
OGLE-LMC-HB-0368	RG	5.653944	-70.431278	LMC_SC17_150137	-99.99	LMC516.01.6188	-99.99	15.139	16.746	1.607	416.15000000	0.16000000	9024.9000	0.035	0.2620	42.20	0.60	OSARG	1	0.010890	-0.002310	
OGLE-LMC-HB-0369	RG	5.659806	-69.809917	LMC_SC17_237495	-99.99	LMC516.17.31929	-99.99	16.778	18.889	2.111	345.77000000	0.72000000	9283.7000	0.026	0.2040	65.00	47.00	-99.99	0	0.005600	0.001740	
OGLE-LMC-HB-0370	MS	5.660033	-71.080528	-99.99	LMC178.7.51068	LMC515.18.80	OGLE-LMC-ECL-36738	15.865	15.861	-0.004	3.90127200	0.00004200	9002.4220	0.018	0.3320	34.80	32.50	ECL	0	0.005310	-0.002860	
OGLE-LMC-HB-0371	RG	5.661750	-69.757778	-99.99	LMC176.3.31662	LMC553.07.44522	-99.99	13.990	15.536	1.546	616.42000000	0.44000000	9075.0000	0.036	0.1950	89.40	71.80	-99.99	1	0.006440	0.002700	
OGLE-LMC-HB-0372	RG	5.663433	-70.406278	LMC_SC17_203768	LMC177.3.55	LMC552.25.7715	-99.99	15.790	17.493	1.703	338.78400000	0.06900000	9093.3000	0.057	0.1763	62.00	137.80	-99.99	1	0.014100	0.002180	
OGLE-LMC-HB-0373	RG	5.665739	-70.802194	LMC_SC18_3066	LMC178.5.24280	LMC552.16.64	-99.99	15.928	17.396	1.468	295.03000000	0.12000000	9034.2000	0.026	0.2510	58.30	25.30	-99.99	1	0.005590	0.000310	
OGLE-LMC-HB-0374	RG	5.667514	-70.333333	LMC_SC17_211289	LMC177.3.50440	LMC552.25.18058	EROS2-star lm003-7l-10520	15.269	16.955	1.686	326.95500000	0.07900000	9180.2000	0.044	0.2423	60.80	134.50	-99.99	1	0.009080	0.001160	
OGLE-LMC-HB-0375	RG	5.668422	-70.472250	LMC_SC17_200422	LMC177.2.45057	LMC552.25.43	-99.99	15.542	17.228	1.686	360.68500000	0.06700000	9108.8000	0.058	0.1364	62.50	61.80	-99.99	1	0.015900	0.001100	
OGLE-LMC-HB-0376	RG	5.670489	-71.297500	-99.99	LMC178.8.20995	LMC515.09.5999	-99.99	15.264	16.673	1.409	588.07000000	0.26000000	9102.8000	0.049	0.5880	60.20	52.40	-99.99	1	0.001800	0.000130	
OGLE-LMC-HB-0377	RG	5.671417	-68.402667	-99.99	LMC174.4.20043	LMC554.06.18905	OGLE-LMC-ECL-22065	16.013	17.405	1.392	508.81000000	0.13000000	9294.2000	0.058	0.4752	65.10	97.80	-99.99	1	0.004030	0.000200	
OGLE-LMC-HB-0378	RG	5.685142	-70.880556	-99.99	LMC178.3.31368	LMC552.07.56476	OGLE-LMC-ECL-22398	15.825	17.219	1.394	309.21800000	0.07100000	9254.8000	0.062	0.4299	87.20	86.90	-99.99	1	0.004330	0.000290	
OGLE-LMC-HB-0379	RG	5.685836	-70.950250	-99.99	LMC178.3.48	LMC515.17.43858	-99.99	15.524	17.179	1.655	356.28000000	0.17000000	9059.2000	0.025	0.3320	42.40	22.10	-99.99	1	0.005860	-0.002460	
OGLE-LMC-HB-0380	RG	5.690472	-70.542028	LMC_SC18_124968	LMC177.2.22501	LMC552.15.56026	-99.99	15.733	17.398	1.665	460.60000000	0.19000000	9196.5000	0.037	0.3010	65.40	142.10	-99.99	1	0.005670	0.001060	
OGLE-LMC-HB-0381	RG	5.694372	-68.539611	-99.99	LMC182.6.112	LMC554.06.18700	-99.99	15.887	17.364	1.477	284.20000000	0.16000000	9198.6000	0.024	0.2770	57.10	177.40	-99.99	1	0.005240	0.000120	
OGLE-LMC-HB-0382	RG	5.694761	-71.095833	-99.99	LMC178.2.35579	LMC515.17.63	MACHO 15.9949.27	15.733	17.551	1.818	362.20700000	0.06800000	9159.0000	0.063	0.2925	74.00	153.20	-99.99	1	0.009340	0.008570	
OGLE-LMC-HB-0383	RG	5.697181	-68.744333	-99.99	LMC182.7.236	LMC553.31.34154	-99.99	16.932	18.351	1.419	184.74000000	0.12000000	9004.6000	0.019	0.2200	68.00	26.20	ECL	0	0.003790	0.000540	
OGLE-LMC-HB-0384	RG	5.699478	-70.017083	LMC_SC18_155452	LMC176.1.61198	LMC552.32.15098	-99.99	16.794	18.234	1.440	218.75400000	0.03100000	9059.5500	0.066	0.2960	67.00	160.30	-99.99	1	0.010650	0.003150	
OGLE-LMC-HB-0385	RG	5.708006	-67.514583	-99.99	-99.99	LMC554.30.12938	-99.99	14.618	16.215	1.597	698.60000000	0.42000000	9156.8000	0.094	0.4942	72.70	40.60	TEO	1	0.005260	0.002360	
OGLE-LMC-HB-0386	MS	5.709372	-68.280556	-99.99	LMC181.8.13728	LMC554.13.168	OGLE-LMC-ECL-37269	16.446	16.361	-0.085	2.78740700	0.00001800	9000.1130	0.030	0.1010	89.40	45.60	ECL	1	0.007320	0.002920	
OGLE-LMC-HB-0387	RG	5.712950	-67.560694	-99.99	-99.99	LMC554.30.13039	-99.99	16.331	17.559	1.228	164.36600000	0.05200000	9044.3000	0.052	0.3220	64.50	117.30	-99.99	1	0.007330	0.000620	
OGLE-LMC-HB-0388	RG	5.713286	-68.366750	-99.99	LMC181.8.13497	LMC554.13.40	OGLE-LMC-ECL-23069	15.303	16.944	1.641	429.26000000	0.13000000	9240.5000	0.074	0.3081	89.30	110.60	-99.99	1	0.008660	0.002890	
OGLE-LMC-HB-0389	MS	5.718647	-68.156250	-99.99	LMC181.7.14021	LMC554.13.13473	-99.99	15.563	15.706	0.143	36.01955000	0.00056000	9025.2260	0.164	0.1159	14.65	24.60	ECL	0	0.208000	-0.165000	
OGLE-LMC-HB-0390	RG	5.719153	-70.828139	LMC_SC19_60977	LMC178.4.24446	LMC552.14.36166	2MASS J05430894-7049413	15.015	16.937	1.922	583.45000000	0.13000000	9327.9000	0.076	0.3499	64.80	116.80	OSARG	1	0.009440	0.001240	
OGLE-LMC-HB-0391	RG	5.719283	-70.095528	-99.99	LMC184.8.36	LMC552.31.39707	2MASS J05430942-7005439	15.182	16.884	1.702	530.58000000	0.11000000	9003.0000	0.105	0.3272	67.90	143.60	OSARG	1	0.014070	0.003270	
OGLE-LMC-HB-0392	MS	5.722047	-69.166083	-99.99	LMC183.6.25632	LMC553.22.22853	OGLE-LMC-ECL-23256	14.797	15.075	0.278	20.83300000	0.00014000	9016.6120	0.151	0.1282	88.50	79.30	-99.99	0	0.032950	0.011690	
OGLE-LMC-HB-0393	RG	5.731394	-68.820639	-99.99	LMC182.8.23754	LMC553.30.22842	EROS2-star lm022-7m-8797	15.318	16.970	1.652	463.24000000	0.15000000	9082.8000	0.067	0.3155	85.10	68.80	-99.99	1	0.007680	0.002280	
OGLE-LMC-HB-0394	RG	5.736211	-67.810167	-99.99	LMC181.4.13	LMC554.21.11015	-99.99	13.736	15.124	1.388	841.20000000	1.40000000	9586.4000	0.019	0.3840	88.90	117.40	-99.99	1	0.001600	0.000380	
OGLE-LMC-HB-0395	RG	5.736703	-68.815417	-99.99	LMC182.8.24004	LMC553.30.7438	-99.99	16.175	17.851	1.676	292.04000000	0.13000000	9228.2000	0.035	0.2830	60.10	39.80	-99.99	1	0.006350	0.001160	
OGLE-LMC-HB-0396	RG	5.739053	-70.941139	LMC_SC19_105537	LMC186.6.26879	-99.99	-99.99	16.036	17.712	1.676	208.68000000	0.10000000	9081.5000	0.037	0.1230	46.90	5.20	-99.99	1	0.016200	-0.003000	
OGLE-LMC-HB-0397	MS	5.739156	-67.068750	-99.99	-99.99	LMC555.11.14764	OGLE-LMC-ECL-37569	15.409	15.497	0.088	28.78530000	0.00300000	9007.2600	0.028	0.1900	84.40	0.50	ECL	1	0.006150	0.001220	
OGLE-LMC-HB-0398	RG	5.745739	-68.515556	-99.99	LMC182.3.84	LMC554.04.14860	EROS2-star lm023-4k-24922	15.430	17.247	1.817	699.72000000	0.54000000	9030.0000	0.048	0.3491	53.70	76.50	OSARG	1	0.008050	0.000780	
OGLE-LMC-HB-0399	RG	5.746792	-70.168500	LMC_SC19_189013	LMC185.5.58685	LMC552.30.29333	-99.99	16.131	17.678	1.547	262.94800000	0.08000000	9084.6000	0.032	0.1360	60.90	16.50	-99.99	1	0.009500	0.002200	
OGLE-LMC-HB-0400	RG	5.749647	-69.363833	-99.99	LMC183.7.27764	LMC553.12.28519	-99.99	16.743	19.455	2.712	423.44000000	0.14000000	9346.0000	0.074	0.1864	53.00	15.70	OSARG	1	0.022600	-0.001000	
OGLE-LMC-HB-0401	RG	5.750625	-70.794333	-99.99	LMC186.5.35611	LMC552.13.35311	OGLE-LMC-ECL-23706	15.666	17.425	1.759	458.07000000	0.18000000	9169.1000	0.046	0.3380	67.90	104.00	-99.99	1	0.005760	0.000810	
OGLE-LMC-HB-0402	RG	5.753717	-69.500056	-99.99	LMC183.1.57	LMC553.12.19741	-99.99	15.739	17.331	1.592	473.69000000	0.15000000	9147.3000	0.073	0.4035	89.60	34.90	-99.99	1	0.006070	0.001840	
OGLE-LMC-HB-0403	RG	5.764706	-69.186194	-99.99	LMC183.3.36	LMC553.21.3672	EROS2-star lm004-0m-21495	15.213	16.968	1.755	610.82000000	0.39000000	9231.0000	0.047	0.3940	59.80	58.60	-99.99	1	0.005240	-0.000030	
OGLE-LMC-HB-0404	MS	5.767114	-67.598500	-99.99	-99.99	LMC554.28.12723	LHA 120-S 60	14.291	14.538	0.247	17.27240000	0.00022000	9004.4560	0.132	0.2955	56.21	102.80	-99.99	1	0.025250	0.000520	
OGLE-LMC-HB-0405	RG	5.767419	-70.674472	LMC_SC20_87210	LMC185.8.33835	LMC552.13.18106	-99.99	16.039	17.689	1.650	512.28000000	0.18000000	9224.7000	0.049	0.4830	69.20	150.20	-99.99	1	0.003140	0.001250	
OGLE-LMC-HB-0406	RG	5.768028	-67.630722	-99.99	-99.99	LMC554.28.105	-99.99	15.765	17.139	1.374	400.34000000	0.58000000	9154.8000	0.022	0.4100	49.50	11.20	-99.99	1	0.003030	-0.000330	
OGLE-LMC-HB-0407	RG	5.769117	-70.712194	LMC_SC20_83422	LMC185.8.33842	LMC552.13.8359	MACHO 12.10681.24	15.343	17.079	1.736	609.39000000	0.42000000	9568.3000	0.025	0.2830	52.90	81.30	-99.99	1	0.005750	-0.000110	
OGLE-LMC-HB-0408	MS	5.770950	-69.447861	-99.99	LMC183.1.110	LMC553.12.7753	OGLE-LMC-ECL-23999	15.240	15.894	0.654	114.02923000	0.00072000	9032.2070	0.443	0.6753	75.10	64.61	ECL/MISC	0	0.005770	0.005230	
OGLE-LMC-HB-0409	RG	5.773417	-69.477639	-99.99	LMC183.1.292	LMC553.12.3693	-99.99	16.402	18.261	1.859	316.37000000	0.14000000	9001.5000	0.039	0.2630	57.40	105.10	-99.99	1	0.008180	-0.000410	
OGLE-LMC-HB-0410	MS	5.779994	-70.584944	LMC_SC20_141835	LMC185.2.238	LMC552.12.63744	OGLE-LMC-ECL-37938	16.959	17.453	0.494	34.05499000	0.00044000	9000.8500	0.171	0.1763	56.30	38.00	ECL	0	0.047400	-0.007800	
OGLE-LMC-HB-0411	RG	5.787417	-71.161611	LMC_SC20_160045	LMC186.7.18867	LMC551.30.18233	-99.99	15.472	17.226	1.754	413.82000000	0.18000000	9293.8000	0.032	0.1990	74.70	162.50	-99.99	1	0.006710	0.003350	
OGLE-LMC-HB-0412	RG	5.794689	-70.804694	LMC_SC20_181329	LMC186.4.3	LMC552.12.5	J054741.02-704815.4	14.218	15.900	1.682	625.78000000	0.13000000	9559.6000	0.088	0.2940	55.09	169.90	ECL	0	0.018140	-0.002460	
OGLE-LMC-HB-0413	MS	5.797347	-68.006500	-99.99	-99.99	LMC554.19.17	OGLE-LMC-ECL-38101	14.116	14.021	-0.095	9.17464000	0.00020000	9006.9400	0.045	0.2070	63.00	118.10	ECL	0	0.009880	-0.000070	
OGLE-LMC-HB-0414	RG	5.803875	-71.321444	-99.99	LMC186.1.52	LMC551.29.26756	-99.99	15.471	17.038	1.567	326.82000000	0.13000000	9307.0000	0.045	0.2342	64.00	8.90	-99.99	1	0.009960	0.001270	
OGLE-LMC-HB-0415	RG	5.827983	-69.766778	-99.99	LMC191.6.16	LMC553.02.10487	EROS2-star lm004-5m-1120	14.576	15.901	1.325	199.79100000	0.05500000	9184.9000	0.032	0.3100	58.20	106.00	-99.99	1	0.005550	0.000050	
OGLE-LMC-HB-0416	RG	5.828281	-69.949361	-99.99	LMC191.7.75	LMC552.28.19013	-99.99	15.256	17.006	1.750	588.13000000	0.25000000	9184.9000	0.060	0.4000	58.80	100.40	TEO	1	0.006990	0.000210	
OGLE-LMC-HB-0417	RG	5.847531	-69.938361	-99.99	LMC191.7.21945	LMC552.27.14869	-99.99	15.706	17.321	1.615	598.88000000	0.26000000	9410.8000	0.043	0.4480	80.80	129.00	-99.99	1	0.002790	0.000770	
OGLE-LMC-HB-0418	RG	5.851125	-72.261528	-99.99	LMC188.2.7328	LMC551.03.46	-99.99	15.681	17.220	1.539	351.99000000	0.17000000	9157.6000	0.050	0.2087	89.00	99.60	-99.99	1	0.008640	0.004030	
OGLE-LMC-HB-0419	RG	5.854097	-69.234528	-99.99	LMC190.6.14459	LMC553.18.123	-99.99	16.093	17.498	1.405	210.85300000	0.03000000	9038.8300	0.068	0.2987	50.70	21.20	-99.99	1	0.014570	-0.000370	
OGLE-LMC-HB-0420	MS	5.870139	-68.168889	-99.99	-99.99	LMC561.32.7630	-99.99	14.658	14.489	-0.169	12.20702000	0.00094000	9008.3900	0.012	0.4010	36.50	91.50	-99.99	1	0.004330	-0.002010	
OGLE-LMC-HB-0421	RG	5.872344	-71.414111	-99.99	LMC194.5.30	LMC551.27.11769	-99.99	15.445	17.096	1.651	547.10000000	0.71000000	9230.8000	0.022	0.2650	89.70	32.80	-99.99	1	0.003250	0.001610	
OGLE-LMC-HB-0422	RG	5.875661	-69.431694	-99.99	LMC190.1.21	LMC553.08.20563	-99.99	14.718	16.163	1.445	386.72000000	0.17000000	9075.2000	0.053	0.2399	58.60	9.70	-99.99	0	0.012320	0.001330	
OGLE-LMC-HB-0423	RG	5.883914	-68.148944	-99.99	-99.99	LMC561.32.7658	EROS2-star lm024-2k-17748	15.645	17.375	1.730	419.60000000	0.93000000	9045.1000	0.019	0.2640	64.00	93.00	-99.99	1	0.003510	0.001400	
OGLE-LMC-HB-0424	RG	5.887103	-70.873417	-99.99	LMC193.5.15399	LMC552.01.11631	-99.99	15.559	17.152	1.593	444.55000000	0.32000000	9343.0000	0.052	0.3180	88.60	97.30	-99.99	1	0.006040	0.002970	
OGLE-LMC-HB-0425	RG	5.894169	-68.281889	-99.99	-99.99	LMC561.31.101	OGLE-LMC-ECL-38869	15.615	16.904	1.289	246.94900000	0.09500000	9075.8000	0.066	0.3100	89.40	127.70	OSARG	1	0.007750	0.002050	
OGLE-LMC-HB-0426	RG	5.899175	-68.332778	-99.99	-99.99	LMC561.31.34	-99.99	15.339	16.933	1.594	471.14000000	0.67000000	9059.4000	0.034	0.3410	53.70	67.00	-99.99	1	0.005850	0.000120	
OGLE-LMC-HB-0427	RG	5.899953	-64.286500	-99.99	-99.99	LMC600.02.71	OGLE-LMC-ECL-38909	16.296	17.602	1.306	186.79000000	0.15000000	9184.1000	0.030	0.1840	87.00	99.60	-99.99	1	0.005610	0.002060	
OGLE-LMC-HB-0428	RG	5.943083	-70.206528	-99.99	LMC192.4.10576	LMC560.14.24	-99.99	15.805	17.247	1.442	402.39000000	0.34000000	9133.7000	0.022	0.1410	53.80	168.30	-99.99	1	0.007600	0.001200	
OGLE-LMC-HB-0429	RG	6.046356	-68.896889	-99.99	LMC204.8.6198	LMC561.09.28	-99.99	15.433	17.028	1.595	281.05000000	0.19000000	9029.9000	0.022	0.3060	19.70	139.00	-99.99	0	0.008400	-0.008900	
